ShiftID,StartTime,EndTime,ShiftDate
194,12:00:00,16:00:00,2024-11-17
195,21:00:00,01:00:00,2025-09-12
196,20:30:00,23:30:00,2025-03-05
197,13:30:00,21:30:00,2025-08-28
198,10:00:00,15:00:00,2024-12-11
199,11:00:00,19:00:00,2024-01-09
200,21:00:00,03:00:00,2024-04-20
201,18:30:00,01:30:00,2025-04-23
202,06:30:00,08:30:00,2025-11-19
203,10:00:00,14:00:00,2025-11-16
204,03:30:00,05:30:00,2024-10-10
205,08:00:00,13:00:00,2025-03-17
206,17:30:00,23:30:00,2025-09-27
207,05:00:00,10:00:00,2025-08-15
208,07:00:00,09:00:00,2024-10-07
209,21:00:00,02:00:00,2024-10-20
210,06:00:00,10:00:00,2024-05-13
211,10:00:00,16:00:00,2024-09-23
212,21:30:00,01:30:00,2025-10-12
213,19:00:00,22:00:00,2025-11-17
214,10:00:00,17:00:00,2025-03-07
215,18:30:00,22:30:00,2025-03-23
216,14:30:00,22:30:00,2025-09-05
217,04:30:00,10:30:00,2024-04-17
218,21:30:00,01:30:00,2025-12-08
219,19:00:00,00:00:00,2025-01-20
220,10:00:00,13:00:00,2024-01-16
221,23:30:00,03:30:00,2024-03-03
222,19:30:00,03:30:00,2024-05-26
223,16:00:00,21:00:00,2024-02-23
224,15:00:00,20:00:00,2025-03-29
225,17:30:00,23:30:00,2025-05-27
226,02:00:00,05:00:00,2024-11-23
227,06:30:00,11:30:00,2025-11-07
228,18:30:00,21:30:00,2025-04-04
229,15:00:00,20:00:00,2024-09-18
230,20:00:00,03:00:00,2025-05-06
231,22:30:00,01:30:00,2025-12-24
232,08:30:00,12:30:00,2024-10-31
233,20:00:00,22:00:00,2024-02-03
234,15:00:00,19:00:00,2024-07-13
235,05:00:00,13:00:00,2024-02-12
236,02:30:00,09:30:00,2024-12-06
237,04:00:00,10:00:00,2025-01-01
238,14:30:00,17:30:00,2025-03-12
239,10:00:00,12:00:00,2024-12-10
240,22:00:00,04:00:00,2025-01-02
241,11:00:00,14:00:00,2024-11-19
242,14:00:00,16:00:00,2025-08-27
243,02:30:00,09:30:00,2025-05-29
244,14:30:00,16:30:00,2025-07-28
245,17:00:00,22:00:00,2025-06-22
246,06:00:00,14:00:00,2024-08-15
247,06:30:00,09:30:00,2025-01-18
248,00:30:00,04:30:00,2024-07-14
249,23:30:00,03:30:00,2024-03-09
250,17:00:00,23:00:00,2024-01-06
251,12:30:00,17:30:00,2025-09-04
252,15:00:00,21:00:00,2025-07-30
253,05:00:00,07:00:00,2025-05-28
254,09:30:00,13:30:00,2024-11-06
255,07:30:00,10:30:00,2024-09-13
256,22:30:00,03:30:00,2024-01-05
257,08:30:00,15:30:00,2025-05-12
258,17:30:00,21:30:00,2024-05-28
259,21:00:00,00:00:00,2024-12-06
260,10:30:00,18:30:00,2024-06-08
261,13:30:00,20:30:00,2024-09-22
262,21:00:00,03:00:00,2025-12-02
263,08:00:00,12:00:00,2025-12-16
264,07:30:00,14:30:00,2025-05-29
265,19:30:00,01:30:00,2024-11-10
266,01:00:00,03:00:00,2025-09-10
267,13:30:00,17:30:00,2024-10-05
268,10:00:00,14:00:00,2025-11-30
269,10:00:00,17:00:00,2025-06-09
270,01:30:00,06:30:00,2025-07-27
271,04:30:00,09:30:00,2025-04-24
272,12:00:00,16:00:00,2025-12-26
273,18:00:00,01:00:00,2024-03-26
274,19:00:00,23:00:00,2025-04-06
275,15:00:00,22:00:00,2025-03-01
276,05:00:00,08:00:00,2024-06-25
277,22:00:00,02:00:00,2025-09-15
278,14:30:00,21:30:00,2024-07-20
279,03:00:00,11:00:00,2025-05-20
280,05:00:00,10:00:00,2025-10-15
281,04:00:00,08:00:00,2024-08-26
282,11:30:00,15:30:00,2025-11-16
283,10:30:00,16:30:00,2024-09-13
284,00:00:00,03:00:00,2024-09-15
285,16:00:00,22:00:00,2025-09-20
286,17:00:00,01:00:00,2024-08-31
287,18:30:00,20:30:00,2024-06-18
288,12:00:00,16:00:00,2024-01-09
289,17:30:00,20:30:00,2025-02-01
290,08:30:00,12:30:00,2025-07-02
291,00:30:00,07:30:00,2024-01-08
292,12:00:00,16:00:00,2025-02-05
293,03:30:00,08:30:00,2025-08-16
294,21:00:00,03:00:00,2025-09-18
295,09:00:00,14:00:00,2024-07-22
296,11:30:00,15:30:00,2024-08-25
297,13:00:00,17:00:00,2024-04-23
298,03:30:00,10:30:00,2025-02-21
299,14:00:00,22:00:00,2025-05-17
300,16:00:00,19:00:00,2024-11-20
301,05:00:00,11:00:00,2024-06-23
302,00:30:00,06:30:00,2025-04-04
303,07:30:00,11:30:00,2024-12-06
304,05:30:00,12:30:00,2025-10-20
305,12:00:00,20:00:00,2024-09-03
306,01:30:00,04:30:00,2024-05-16
307,13:00:00,21:00:00,2024-04-03
308,20:00:00,02:00:00,2024-01-29
309,04:00:00,09:00:00,2024-08-25
310,02:30:00,09:30:00,2025-04-01
311,13:00:00,16:00:00,2025-12-07
312,08:30:00,12:30:00,2024-09-06
313,08:00:00,13:00:00,2024-07-19
314,16:00:00,19:00:00,2025-03-27
315,05:00:00,10:00:00,2025-02-02
316,17:00:00,22:00:00,2024-01-16
317,15:30:00,21:30:00,2024-02-02
318,20:30:00,02:30:00,2025-01-18
319,14:00:00,20:00:00,2025-10-03
320,00:00:00,04:00:00,2025-10-26
321,11:00:00,18:00:00,2025-04-25
322,23:30:00,06:30:00,2025-07-10
323,17:00:00,20:00:00,2024-12-20
324,14:00:00,22:00:00,2024-09-17
325,14:30:00,20:30:00,2025-10-25
326,21:30:00,01:30:00,2024-02-21
327,22:30:00,06:30:00,2025-06-07
328,16:00:00,21:00:00,2025-11-19
329,16:00:00,23:00:00,2025-08-09
330,15:30:00,18:30:00,2025-11-29
331,22:30:00,00:30:00,2025-04-01
332,20:30:00,00:30:00,2024-02-04
333,09:00:00,16:00:00,2024-08-23
334,12:30:00,18:30:00,2024-04-18
335,22:00:00,03:00:00,2025-01-26
336,13:30:00,16:30:00,2024-06-30
337,12:00:00,16:00:00,2024-02-08
338,14:30:00,18:30:00,2024-12-01
339,04:30:00,06:30:00,2025-05-10
340,01:30:00,05:30:00,2024-06-14
341,09:30:00,16:30:00,2025-05-05
342,10:30:00,18:30:00,2025-07-19
343,00:00:00,02:00:00,2025-05-20
344,15:30:00,20:30:00,2024-04-19
345,05:00:00,12:00:00,2024-01-04
346,15:00:00,19:00:00,2024-03-19
347,06:30:00,09:30:00,2024-12-06
348,07:00:00,12:00:00,2025-07-31
349,13:00:00,18:00:00,2025-07-26
350,03:30:00,10:30:00,2024-09-23
351,04:00:00,12:00:00,2025-08-26
352,15:30:00,22:30:00,2024-07-15
353,17:30:00,01:30:00,2024-09-27
354,22:00:00,02:00:00,2024-10-09
355,14:30:00,19:30:00,2025-04-26
356,00:00:00,03:00:00,2024-11-01
357,16:00:00,22:00:00,2025-11-22
358,11:30:00,13:30:00,2024-01-13
359,02:30:00,07:30:00,2025-03-24
360,04:00:00,08:00:00,2024-09-17
361,09:00:00,14:00:00,2025-11-27
362,09:30:00,12:30:00,2025-10-16
363,07:30:00,14:30:00,2024-12-17
364,21:30:00,02:30:00,2024-05-03
365,20:30:00,00:30:00,2025-10-14
366,12:00:00,17:00:00,2025-09-05
367,18:30:00,00:30:00,2025-12-02
368,04:30:00,08:30:00,2024-03-19
369,21:30:00,05:30:00,2025-01-15
370,09:30:00,16:30:00,2025-08-12
371,02:00:00,10:00:00,2024-11-07
372,20:30:00,02:30:00,2024-12-10
373,01:00:00,07:00:00,2024-08-08
374,04:00:00,11:00:00,2025-11-03
375,11:00:00,14:00:00,2025-12-01
376,06:30:00,14:30:00,2025-03-13
377,14:00:00,22:00:00,2025-10-03
378,17:00:00,20:00:00,2024-12-10
379,00:30:00,08:30:00,2024-09-25
380,23:00:00,07:00:00,2025-01-30
381,07:30:00,14:30:00,2025-10-15
382,09:30:00,11:30:00,2025-03-22
383,12:30:00,19:30:00,2024-12-30
384,05:30:00,13:30:00,2025-07-26
385,13:00:00,20:00:00,2024-10-26
386,23:30:00,03:30:00,2025-10-28
387,01:00:00,08:00:00,2024-09-19
388,09:00:00,16:00:00,2024-10-07
389,06:00:00,13:00:00,2024-10-17
390,13:30:00,20:30:00,2025-02-03
391,07:00:00,12:00:00,2024-08-09
392,01:00:00,03:00:00,2024-08-26
393,15:00:00,19:00:00,2024-02-28
394,05:30:00,13:30:00,2025-01-10
395,04:00:00,07:00:00,2024-02-02
396,03:30:00,09:30:00,2024-07-21
397,10:00:00,16:00:00,2024-05-24
398,05:00:00,08:00:00,2024-09-29
399,09:00:00,14:00:00,2024-01-29
400,06:00:00,10:00:00,2025-12-27
