ShiftID,StartTime,EndTime,ShiftDate
53,13:00:00,16:00:00,24/02/2024
54,14:00:00,19:00:00,26/01/2025
55,22:30:00,00:30:00,04/05/2024
56,08:30:00,11:30:00,16/02/2024
57,20:00:00,02:00:00,27/05/2024
58,09:00:00,14:00:00,28/04/2025
59,22:30:00,03:30:00,19/06/2025
60,04:30:00,07:30:00,21/01/2024
61,17:30:00,23:30:00,06/07/2024
62,17:30:00,01:30:00,05/04/2025
63,11:30:00,14:30:00,20/09/2025
64,11:30:00,15:30:00,11/12/2024
65,19:00:00,22:00:00,13/05/2025
66,14:30:00,20:30:00,09/07/2024
67,10:00:00,13:00:00,24/07/2025
68,20:00:00,22:00:00,14/10/2024
69,21:30:00,02:30:00,07/01/2024
70,04:00:00,07:00:00,07/01/2025
71,05:00:00,10:00:00,27/08/2024
72,21:30:00,03:30:00,08/01/2025
73,12:30:00,14:30:00,08/06/2025
74,06:00:00,09:00:00,07/10/2024
75,09:30:00,11:30:00,29/12/2024
76,06:00:00,08:00:00,11/09/2025
77,07:00:00,10:00:00,23/04/2025
78,20:30:00,04:30:00,27/11/2025
79,18:30:00,23:30:00,27/10/2025
80,19:00:00,22:00:00,25/11/2025
81,23:00:00,03:00:00,25/04/2025
82,05:30:00,08:30:00,28/10/2025
83,04:00:00,12:00:00,07/10/2024
84,02:00:00,05:00:00,04/09/2025
85,00:00:00,02:00:00,22/08/2024
86,12:30:00,14:30:00,18/03/2024
87,16:00:00,19:00:00,03/01/2025
88,18:00:00,00:00:00,01/11/2024
89,03:30:00,05:30:00,18/08/2025
90,04:00:00,08:00:00,02/10/2024
91,23:00:00,03:00:00,08/11/2024
92,18:00:00,00:00:00,15/11/2024
93,00:30:00,02:30:00,05/02/2025
94,20:00:00,23:00:00,04/03/2024
95,03:30:00,06:30:00,15/04/2024
96,11:30:00,19:30:00,09/12/2025
97,02:00:00,05:00:00,22/02/2025
98,00:00:00,02:00:00,19/06/2025
99,11:30:00,15:30:00,21/12/2024
100,12:30:00,14:30:00,23/06/2024
101,15:00:00,23:00:00,14/03/2025
102,18:30:00,00:30:00,03/05/2025
103,05:00:00,11:00:00,30/03/2025
104,09:30:00,15:30:00,30/03/2024
105,12:00:00,14:00:00,20/05/2024
106,08:30:00,13:30:00,10/02/2025
107,11:30:00,19:30:00,04/12/2025
108,09:30:00,14:30:00,01/05/2025
109,08:30:00,16:30:00,10/10/2025
110,18:00:00,20:00:00,31/07/2025
111,19:00:00,02:00:00,07/09/2024
112,16:00:00,22:00:00,08/07/2024
113,10:30:00,17:30:00,22/03/2025
114,12:30:00,20:30:00,24/02/2025
115,15:00:00,22:00:00,29/04/2024
116,02:00:00,07:00:00,28/09/2025
117,12:00:00,14:00:00,24/07/2024
118,17:30:00,01:30:00,19/03/2025
119,16:30:00,00:30:00,16/07/2025
120,15:00:00,23:00:00,05/04/2025
121,06:00:00,11:00:00,02/07/2024
122,04:30:00,10:30:00,14/10/2025
123,06:00:00,12:00:00,17/10/2025
124,12:30:00,20:30:00,29/10/2024
125,11:00:00,17:00:00,25/09/2025
126,05:30:00,11:30:00,19/03/2024
127,04:00:00,06:00:00,05/08/2024
128,10:00:00,17:00:00,15/12/2025
129,13:30:00,16:30:00,26/10/2024
130,05:00:00,07:00:00,20/11/2024
131,22:00:00,05:00:00,26/01/2024
132,12:00:00,18:00:00,15/03/2025
133,06:00:00,10:00:00,21/10/2024
134,14:30:00,21:30:00,21/09/2024
135,23:30:00,07:30:00,04/05/2025
136,09:00:00,16:00:00,05/08/2024
137,13:00:00,19:00:00,27/05/2025
138,22:30:00,05:30:00,29/05/2024
139,17:30:00,01:30:00,10/06/2024
140,14:00:00,16:00:00,11/08/2025
141,20:30:00,23:30:00,27/09/2024
142,10:00:00,13:00:00,01/01/2025
143,22:00:00,00:00:00,04/10/2025
144,05:00:00,11:00:00,23/09/2024
145,08:00:00,10:00:00,22/09/2024
146,01:00:00,06:00:00,09/08/2025
147,01:00:00,04:00:00,27/09/2024
148,04:30:00,12:30:00,09/04/2025
149,16:00:00,00:00:00,10/02/2024
150,01:30:00,06:30:00,28/01/2024
151,18:00:00,01:00:00,21/05/2025
152,08:30:00,13:30:00,10/03/2024
153,07:00:00,12:00:00,28/01/2025
154,04:00:00,07:00:00,16/01/2024
155,16:30:00,18:30:00,09/12/2024
156,13:00:00,16:00:00,29/03/2025
157,03:00:00,05:00:00,27/12/2024
158,19:00:00,01:00:00,07/06/2024
159,21:00:00,04:00:00,20/05/2024
160,19:30:00,23:30:00,26/05/2025
161,14:00:00,19:00:00,02/03/2024
162,16:30:00,21:30:00,11/12/2024
163,09:30:00,15:30:00,01/07/2024
164,13:00:00,20:00:00,29/07/2024
165,03:30:00,05:30:00,26/10/2025
166,09:00:00,11:00:00,31/12/2025
167,17:00:00,19:00:00,29/07/2025
168,07:00:00,15:00:00,25/07/2025
169,23:30:00,03:30:00,22/01/2024
170,22:30:00,05:30:00,18/05/2024
171,22:00:00,04:00:00,02/04/2024
172,06:00:00,12:00:00,29/01/2025
173,22:00:00,03:00:00,22/12/2024
174,08:00:00,11:00:00,28/09/2025
175,05:00:00,07:00:00,24/07/2025
176,21:00:00,04:00:00,25/12/2025
177,17:30:00,01:30:00,13/07/2025
178,17:00:00,21:00:00,27/02/2024
179,17:00:00,23:00:00,15/11/2024
180,03:30:00,07:30:00,06/11/2024
181,15:00:00,20:00:00,18/08/2025
182,06:00:00,12:00:00,12/09/2024
183,18:00:00,22:00:00,26/02/2025
184,18:30:00,01:30:00,04/01/2024
185,01:00:00,05:00:00,19/04/2025
186,13:30:00,15:30:00,10/10/2024
187,17:30:00,23:30:00,03/05/2024
188,07:00:00,11:00:00,10/07/2024
189,05:00:00,07:00:00,03/01/2024
190,09:30:00,15:30:00,21/09/2025
191,00:00:00,04:00:00,02/08/2025
192,11:30:00,13:30:00,23/05/2025
193,00:30:00,08:30:00,27/04/2024
194,12:00:00,16:00:00,17/11/2024
195,21:00:00,01:00:00,12/09/2025
196,20:30:00,23:30:00,05/03/2025
197,13:30:00,21:30:00,28/08/2025
198,10:00:00,15:00:00,11/12/2024
199,11:00:00,19:00:00,09/01/2024
200,21:00:00,03:00:00,20/04/2024
201,18:30:00,01:30:00,23/04/2025
202,06:30:00,08:30:00,19/11/2025
203,10:00:00,14:00:00,16/11/2025
204,03:30:00,05:30:00,10/10/2024
205,08:00:00,13:00:00,17/03/2025
206,17:30:00,23:30:00,27/09/2025
207,05:00:00,10:00:00,15/08/2025
208,07:00:00,09:00:00,07/10/2024
209,21:00:00,02:00:00,20/10/2024
210,06:00:00,10:00:00,13/05/2024
211,10:00:00,16:00:00,23/09/2024
212,21:30:00,01:30:00,12/10/2025
213,19:00:00,22:00:00,17/11/2025
214,10:00:00,17:00:00,07/03/2025
215,18:30:00,22:30:00,23/03/2025
216,14:30:00,22:30:00,05/09/2025
217,04:30:00,10:30:00,17/04/2024
218,21:30:00,01:30:00,08/12/2025
219,19:00:00,00:00:00,20/01/2025
220,10:00:00,13:00:00,16/01/2024
221,23:30:00,03:30:00,03/03/2024
222,19:30:00,03:30:00,26/05/2024
223,16:00:00,21:00:00,23/02/2024
224,15:00:00,20:00:00,29/03/2025
225,17:30:00,23:30:00,27/05/2025
226,02:00:00,05:00:00,23/11/2024
227,06:30:00,11:30:00,07/11/2025
228,18:30:00,21:30:00,04/04/2025
229,15:00:00,20:00:00,18/09/2024
230,20:00:00,03:00:00,06/05/2025
231,22:30:00,01:30:00,24/12/2025
232,08:30:00,12:30:00,31/10/2024
233,20:00:00,22:00:00,03/02/2024
234,15:00:00,19:00:00,13/07/2024
235,05:00:00,13:00:00,12/02/2024
236,02:30:00,09:30:00,06/12/2024
237,04:00:00,10:00:00,01/01/2025
238,14:30:00,17:30:00,12/03/2025
239,10:00:00,12:00:00,10/12/2024
240,22:00:00,04:00:00,02/01/2025
241,11:00:00,14:00:00,19/11/2024
242,14:00:00,16:00:00,27/08/2025
243,02:30:00,09:30:00,29/05/2025
244,14:30:00,16:30:00,28/07/2025
245,17:00:00,22:00:00,22/06/2025
246,06:00:00,14:00:00,15/08/2024
247,06:30:00,09:30:00,18/01/2025
248,00:30:00,04:30:00,14/07/2024
249,23:30:00,03:30:00,09/03/2024
250,17:00:00,23:00:00,06/01/2024
251,12:30:00,17:30:00,04/09/2025
252,15:00:00,21:00:00,30/07/2025
253,05:00:00,07:00:00,28/05/2025
254,09:30:00,13:30:00,06/11/2024
255,07:30:00,10:30:00,13/09/2024
256,22:30:00,03:30:00,05/01/2024
257,08:30:00,15:30:00,12/05/2025
258,17:30:00,21:30:00,28/05/2024
259,21:00:00,00:00:00,06/12/2024
260,10:30:00,18:30:00,08/06/2024
261,13:30:00,20:30:00,22/09/2024
262,21:00:00,03:00:00,02/12/2025
263,08:00:00,12:00:00,16/12/2025
264,07:30:00,14:30:00,29/05/2025
265,19:30:00,01:30:00,10/11/2024
266,01:00:00,03:00:00,10/09/2025
267,13:30:00,17:30:00,05/10/2024
268,10:00:00,14:00:00,30/11/2025
269,10:00:00,17:00:00,09/06/2025
270,01:30:00,06:30:00,27/07/2025
271,04:30:00,09:30:00,24/04/2025
272,12:00:00,16:00:00,26/12/2025
273,18:00:00,01:00:00,26/03/2024
274,19:00:00,23:00:00,06/04/2025
275,15:00:00,22:00:00,01/03/2025
276,05:00:00,08:00:00,25/06/2024
277,22:00:00,02:00:00,15/09/2025
278,14:30:00,21:30:00,20/07/2024
279,03:00:00,11:00:00,20/05/2025
280,05:00:00,10:00:00,15/10/2025
281,04:00:00,08:00:00,26/08/2024
282,11:30:00,15:30:00,16/11/2025
283,10:30:00,16:30:00,13/09/2024
284,00:00:00,03:00:00,15/09/2024
285,16:00:00,22:00:00,20/09/2025
286,17:00:00,01:00:00,31/08/2024
287,18:30:00,20:30:00,18/06/2024
288,12:00:00,16:00:00,09/01/2024
289,17:30:00,20:30:00,01/02/2025
290,08:30:00,12:30:00,02/07/2025
291,00:30:00,07:30:00,08/01/2024
292,12:00:00,16:00:00,05/02/2025
293,03:30:00,08:30:00,16/08/2025
294,21:00:00,03:00:00,18/09/2025
295,09:00:00,14:00:00,22/07/2024
296,11:30:00,15:30:00,25/08/2024
297,13:00:00,17:00:00,23/04/2024
298,03:30:00,10:30:00,21/02/2025
299,14:00:00,22:00:00,17/05/2025
300,16:00:00,19:00:00,20/11/2024
301,05:00:00,11:00:00,23/06/2024
302,00:30:00,06:30:00,04/04/2025
303,07:30:00,11:30:00,06/12/2024
304,05:30:00,12:30:00,20/10/2025
305,12:00:00,20:00:00,03/09/2024
306,01:30:00,04:30:00,16/05/2024
307,13:00:00,21:00:00,03/04/2024
308,20:00:00,02:00:00,29/01/2024
309,04:00:00,09:00:00,25/08/2024
310,02:30:00,09:30:00,01/04/2025
311,13:00:00,16:00:00,07/12/2025
312,08:30:00,12:30:00,06/09/2024
313,08:00:00,13:00:00,19/07/2024
314,16:00:00,19:00:00,27/03/2025
315,05:00:00,10:00:00,02/02/2025
316,17:00:00,22:00:00,16/01/2024
317,15:30:00,21:30:00,02/02/2024
318,20:30:00,02:30:00,18/01/2025
319,14:00:00,20:00:00,03/10/2025
320,00:00:00,04:00:00,26/10/2025
321,11:00:00,18:00:00,25/04/2025
322,23:30:00,06:30:00,10/07/2025
323,17:00:00,20:00:00,20/12/2024
324,14:00:00,22:00:00,17/09/2024
325,14:30:00,20:30:00,25/10/2025
326,21:30:00,01:30:00,21/02/2024
327,22:30:00,06:30:00,07/06/2025
328,16:00:00,21:00:00,19/11/2025
329,16:00:00,23:00:00,09/08/2025
330,15:30:00,18:30:00,29/11/2025
331,22:30:00,00:30:00,01/04/2025
332,20:30:00,00:30:00,04/02/2024
333,09:00:00,16:00:00,23/08/2024
334,12:30:00,18:30:00,18/04/2024
335,22:00:00,03:00:00,26/01/2025
336,13:30:00,16:30:00,30/06/2024
337,12:00:00,16:00:00,08/02/2024
338,14:30:00,18:30:00,01/12/2024
339,04:30:00,06:30:00,10/05/2025
340,01:30:00,05:30:00,14/06/2024
341,09:30:00,16:30:00,05/05/2025
342,10:30:00,18:30:00,19/07/2025
343,00:00:00,02:00:00,20/05/2025
344,15:30:00,20:30:00,19/04/2024
345,05:00:00,12:00:00,04/01/2024
346,15:00:00,19:00:00,19/03/2024
347,06:30:00,09:30:00,06/12/2024
348,07:00:00,12:00:00,31/07/2025
349,13:00:00,18:00:00,26/07/2025
350,03:30:00,10:30:00,23/09/2024
351,04:00:00,12:00:00,26/08/2025
352,15:30:00,22:30:00,15/07/2024
353,17:30:00,01:30:00,27/09/2024
354,22:00:00,02:00:00,09/10/2024
355,14:30:00,19:30:00,26/04/2025
356,00:00:00,03:00:00,01/11/2024
357,16:00:00,22:00:00,22/11/2025
358,11:30:00,13:30:00,13/01/2024
359,02:30:00,07:30:00,24/03/2025
360,04:00:00,08:00:00,17/09/2024
361,09:00:00,14:00:00,27/11/2025
362,09:30:00,12:30:00,16/10/2025
363,07:30:00,14:30:00,17/12/2024
364,21:30:00,02:30:00,03/05/2024
365,20:30:00,00:30:00,14/10/2025
366,12:00:00,17:00:00,05/09/2025
367,18:30:00,00:30:00,02/12/2025
368,04:30:00,08:30:00,19/03/2024
369,21:30:00,05:30:00,15/01/2025
370,09:30:00,16:30:00,12/08/2025
371,02:00:00,10:00:00,07/11/2024
372,20:30:00,02:30:00,10/12/2024
373,01:00:00,07:00:00,08/08/2024
374,04:00:00,11:00:00,03/11/2025
375,11:00:00,14:00:00,01/12/2025
376,06:30:00,14:30:00,13/03/2025
377,14:00:00,22:00:00,03/10/2025
378,17:00:00,20:00:00,10/12/2024
379,00:30:00,08:30:00,25/09/2024
380,23:00:00,07:00:00,30/01/2025
381,07:30:00,14:30:00,15/10/2025
382,09:30:00,11:30:00,22/03/2025
383,12:30:00,19:30:00,30/12/2024
384,05:30:00,13:30:00,26/07/2025
385,13:00:00,20:00:00,26/10/2024
386,23:30:00,03:30:00,28/10/2025
387,01:00:00,08:00:00,19/09/2024
388,09:00:00,16:00:00,07/10/2024
389,06:00:00,13:00:00,17/10/2024
390,13:30:00,20:30:00,03/02/2025
391,07:00:00,12:00:00,09/08/2024
392,01:00:00,03:00:00,26/08/2024
393,15:00:00,19:00:00,28/02/2024
394,05:30:00,13:30:00,10/01/2025
395,04:00:00,07:00:00,02/02/2024
396,03:30:00,09:30:00,21/07/2024
397,10:00:00,16:00:00,24/05/2024
398,05:00:00,08:00:00,29/09/2024
399,09:00:00,14:00:00,29/01/2024
400,06:00:00,10:00:00,27/12/2025
